    date        open    close   high    low     volume  money
2023-03-10  4797.0  4776.0  4830.0  4758.0  692784.0    4.988783e+10
2023-03-13  4799.0  4914.0  4929.0  4791.0  1173892.0   8.580562e+10
2023-03-14  5054.0  5057.0  5068.0  5000.0  1014666.0   7.658412e+10
2023-03-15	5050.0	5055.0	5064.0	5025.0	625403.0	4.735539e+10
2023-03-16	5140.0	5042.0	5150.0	5034.0	1056674.0	8.049990e+10
2023-03-17	5077.0	5059.0	5082.0	4968.0	923726.0	6.957835e+10
2023-03-20	5072.0	5146.0	5175.0	5053.0	1153836.0	8.848707e+10
2023-03-21	5106.0	5132.0	5172.0	5077.0	774081.0	5.951359e+10
2023-03-22	5137.0	5149.0	5152.0	5085.0	705934.0	5.415786e+10
2023-03-23	5117.0	5185.0	5232.0	5111.0	977882.0	7.595309e+10
2023-03-24	5180.0	5217.0	5250.0	5162.0	816553.0	6.374482e+10
2023-03-27	5288.0	5201.0	5306.0	5175.0	1134309.0	8.904863e+10
2023-03-28	5183.0	5180.0	5216.0	5166.0	513248.0	3.995162e+10
2023-03-29  5201.0  5212.0  5256.0  5186.0   620883.0  4.865677e+10
2023-03-30  5230.0  5296.0  5297.0  5219.0   586155.0  4.618228e+10
2023-03-31  5316.0  5344.0  5349.0  5261.0   763201.0  6.077900e+10
2023-04-03  5357.0  5294.0  5373.0  5277.0   818379.0  6.547801e+10
2023-04-04  5347.0  5354.0  5376.0  5317.0   706367.0  5.661384e+10
2023-04-06  5488.0  5554.0  5565.0  5475.0   435588.0  3.611803e+10
2023-04-07  5549.0  5599.0  5606.0  5497.0   781104.0  6.505865e+10
2023-04-10  5577.0  5528.0  5583.0  5509.0   587023.0  4.882484e+10
2023-04-11  5531.0  5578.0  5602.0  5515.0   637933.0  5.308120e+10
2023-04-12  5562.0  5673.0  5692.0  5551.0   858230.0  7.237146e+10
2023-04-13  5716.0  5688.0  5735.0  5626.0   965376.0  8.212230e+10
2023-04-14  5770.0  5786.0  5822.0  5724.0  1023030.0  8.850895e+10
2023-04-17  5765.0  5694.0  5792.0  5644.0  1339780.0  1.144698e+11
2023-04-18  5684.0  5626.0  5688.0  5582.0   818995.0  6.907480e+10
2023-04-19  5628.0  5610.0  5677.0  5577.0   792318.0  6.694282e+10
2023-04-20  5620.0  5664.0  5689.0  5609.0   776425.0  6.582794e+10
2023-04-21  5681.0  5609.0  5697.0  5609.0   884454.0  7.498420e+10
2023-04-24  5650.0  5582.0  5675.0  5560.0  1032480.0  8.692943e+10
2023-04-25  5614.0  5635.0  5682.0  5577.0   741417.0  6.263183e+10
2023-04-26  5595.0  5615.0  5645.0  5553.0   788089.0  6.617413e+10
2023-04-27  5598.0  5636.0  5664.0  5590.0   733304.0  6.192236e+10
2023-04-28  5611.0  5619.0  5628.0  5535.0   834060.0  6.990965e+10
